"artist","total_count","is_korean"
"Leyla Blue",12,FALSE
"Lincoln",12,FALSE
"Little Big Town",12,FALSE
"Londynn B",12,FALSE
"Louis Futon",12,FALSE
"Luis Ángel Gómez Jaramillo",12,FALSE
"Martha Wainwright",12,FALSE
"Marvin Gaye",12,FALSE
"Mikey Mike",12,FALSE
"Mothica",12,FALSE
"Mr. Naisgai",12,FALSE
"Nasir Jones as Mr. Books",12,FALSE
"Natalia Lafourcade",12,FALSE
"Nause",12,FALSE
"Neil deGrasse Tyson",12,FALSE
"Nick Murphy",12,FALSE
"Nicky Youre",12,FALSE
"Oingo Boingo",12,FALSE
"Omega",12,FALSE
"P-Lo",12,FALSE
"Petey Martin",12,FALSE
"RAC",12,FALSE
"Rambutan Jam Band",12,FALSE
"Roy Woods",12,FALSE
"Ruth de las Plantas",12,FALSE
"SLANDER",12,FALSE
"SNAILS",12,FALSE
"Seraphine",12,FALSE
"Shallows",12,FALSE
"Shepherd",12,FALSE
"Sleeping At Last",12,FALSE
"Sonya Belousova",12,FALSE
"Tammi Terrell",12,FALSE
"The Japanese House",12,FALSE
"Tommy Cash",12,FALSE
"Tove Lo",12,FALSE
"Waka Flocka Flame",12,FALSE
"Washed Out",12,FALSE
"XAE.Miami",12,FALSE
"Zak Abel",12,FALSE
"Zookëper",12,FALSE
"dazy",12,FALSE
"deadmau5",12,FALSE
"3LAU",11,FALSE
"AJ Mitchell",11,FALSE
"Al Jarreau",11,FALSE
"Arcade Player",11,FALSE
"Asiahn",11,FALSE
"Axel Mansoor",11,FALSE
"BLVK JVCK",11,FALSE
"BONES UK",11,FALSE
"BURNS",11,FALSE
"Beth Ditto",11,FALSE
"Biz Markie",11,FALSE
"Blonde",11,FALSE
"Blonde Redhead",11,FALSE
"Busta Rhymes",11,FALSE
"Cameron Dallas",11,FALSE
"Cooper Alan",11,FALSE
"Creedence Clearwater Revival",11,FALSE
"DJ Premier",11,FALSE
"DJ Seven",11,FALSE
"DNCE",11,FALSE
"Daecolm",11,FALSE
"DallasK",11,FALSE
"Danielle Bradbery",11,FALSE
"Dewian Gross",11,FALSE
"Don Omar",11,FALSE
"Dylan Matthew",11,FALSE
"Earl Sweatshirt",11,FALSE
"Ernest K.",11,FALSE
"Flo Morrissey",11,FALSE
"Gabbie Hanna",11,FALSE
"Glenn Travis",11,FALSE
"Global Dan",11,FALSE
"Good Gas",11,FALSE
"Injury Reserve",11,FALSE
"JOY",11,TRUE
"Jack Dine",11,FALSE
"Jacob Sartorius",11,FALSE
"Jamie Drake",11,FALSE
"Jeff Cormack",11,FALSE
"John Denver",11,FALSE
"Julian Lamadrid",11,FALSE
"Kerli",11,FALSE
"Kin$oul",11,FALSE
"Leach",11,FALSE
"Leona Lewis",11,FALSE
"Lil Keed",11,FALSE
"Little Richard",11,FALSE
"Loren Gray",11,FALSE
"Lost Frequencies",11,FALSE
"Manwolves",11,FALSE
"Mr Fantastik",11,FALSE
"NAATIONS",11,FALSE
"Nathaniel Alford",11,FALSE
"No I.D",11,FALSE
"No Jumper",11,FALSE
"RM",11,TRUE
"Racki Diorr",11,FALSE
"Randy",11,FALSE
"Reese LAFLARE",11,FALSE
"Rico Nasty",11,FALSE
"Robinson",11,FALSE
"Robotaki",11,FALSE
"Robyn",11,FALSE
"SWAN",11,TRUE
"Saba",11,FALSE
"Samsin",11,FALSE
"Santana",11,FALSE
"Shrezzers",11,FALSE
"Sisqo",11,FALSE
"Snow Tha Product",11,FALSE
"Taron Egerton",11,FALSE
"Terrian",11,FALSE
"The Backseat Lovers",11,FALSE
"The Glorious Sons",11,FALSE
"The Ivy",11,FALSE
"The Shadowboxers",11,FALSE
"Tommy",11,FALSE
"Twice As Nice",11,FALSE
"VVS",11,FALSE
"Virginia To Vegas",11,FALSE
"Willie Nelson",11,FALSE
"Yaeji",11,FALSE
"ZillaKami",11,FALSE
"filous",11,FALSE
"grandson",11,FALSE
"joan",11,FALSE
"AFSHEEN",10,FALSE
"AGNEZ MO",10,FALSE
"Anth M",10,FALSE
"Astrid S",10,FALSE
"BATE",10,FALSE
"Baka Not Nice",10,FALSE
"Bipolar Sunshine",10,FALSE
"Blake Rose",10,FALSE
"Blue Öyster Cult",10,FALSE
"Bob Moses",10,FALSE
"Boston Bun",10,FALSE
"Callie Hernandez",10,FALSE
"Cam’ron",10,FALSE
"Chad Focus",10,FALSE
"DROELOE",10,FALSE
"Daniels",10,FALSE
"David Seville",10,FALSE
"Destiny's Child",10,FALSE
"Dolly Parton",10,FALSE
"Donovan Woods",10,FALSE
"Dubdogz",10,FALSE
"Em Beihold",10,FALSE
"Emma Sameth",10,FALSE
"Eyeris",10,FALSE
"Felipe Peláez",10,FALSE
"Flosstradamus",10,FALSE
"Friends In Paris",10,FALSE
"GRAVEDGR",10,FALSE
"Gavin James",10,FALSE
"Girls' Generation-Oh!GG",10,FALSE
"Gizzle",10,FALSE
"Hailey Whitters",10,FALSE
"Huntar",10,FALSE
"In Real Life",10,FALSE
"Jessica Rothe",10,FALSE
"Joe Fox",10,FALSE
"Jonathan David Helser",10,FALSE
"Jordan Brooker",10,FALSE
"JØRD",10,FALSE
"KAYTRANADA",10,FALSE
"Katie Pearlman",10,FALSE
"Kendo Kaponi",10,FALSE
"Kristen Bell",10,FALSE
"Life of Dillon",10,FALSE
"Liz Huett",10,FALSE
"Lord Afrixana",10,FALSE
"Loza Alexander",10,FALSE
"Maddie Poppe",10,FALSE
"Matisse",10,FALSE
"Matt Cooper",10,FALSE
"Matthew And The Atlas",10,FALSE
"Melissa Helser",10,FALSE
"Missy Elliott",10,FALSE
"Mykki Blanco",10,FALSE
"Netta",10,FALSE
"Niia",10,FALSE
"Ninajirachi",10,FALSE
"Olga Merediz",10,FALSE
"Parson James",10,FALSE
"Peggy Lee",10,FALSE
"Poppy",10,FALSE
"Porter Robinson",10,FALSE
"R. Kelly",10,FALSE
"RIZ LA VIE",10,FALSE
"ROLE MODEL",10,FALSE
"Radio 3000",10,FALSE
"Raffaella",10,FALSE
"Ralph Felix",10,FALSE
"Randy Newman",10,FALSE
"Richard Strauss",10,FALSE
"Runaway June",10,FALSE
"SDJM",10,FALSE
"SIDEPIECE",10,FALSE
"Sevenn",10,FALSE
"Sonoya Mizuno",10,FALSE
"St. Paul & The Broken Bones",10,FALSE
"Stray Kids",10,TRUE
"Tekno",10,FALSE
"Tender Central",10,FALSE
"The Bishops ",10,FALSE
"The Drums",10,FALSE
"Tom Walker",10,FALSE
"UTAH",10,FALSE
"Valee",10,FALSE
"Willow Sage Hart",10,FALSE
"Zach Hood",10,FALSE
"Zoë Kravitz",10,FALSE
"toastool",10,FALSE
"AUSTN",9,FALSE
"Adam Hambrick",9,FALSE
"Adam Mitchell",9,FALSE
"Alee",9,FALSE
"Alex Aiono",9,FALSE
"Alex Lacamoire",9,FALSE
"Alexander Rybak",9,FALSE
"Alison Wonderland",9,FALSE
"Ana Villafañe",9,FALSE
"Asking Alexandria",9,FALSE
"Atlantic Holiday",9,FALSE
"Audra McDonald",9,FALSE
"Autumn!",9,FALSE
"B.M.U. (Black Men United)",9,FALSE
"BANKS",9,FALSE
"BRXWS",9,FALSE
"Basic Tape",9,FALSE
"Bazzi vs.",9,FALSE
"Beau Young Prince",9,FALSE
"Bella Thorne",9,FALSE
"Blanca",9,FALSE
"Brandon Lay",9,FALSE
"Brothers Osborne",9,FALSE
"CHUNG HA",9,FALSE
"Chase McBride",9,FALSE
"Clive Rowe",9,FALSE
"Coco McQueen",9,FALSE
"Current Blue",9,FALSE
"Danger Mouse",9,FALSE
"David Coffin",9,FALSE
"David Solomon",9,FALSE
"Dean Summerwind",9,FALSE
"Dessa",9,FALSE
"DreamBetter",9,FALSE
"Drew Jacobs",9,FALSE
"Ednita Nazario",9,FALSE
"FLAME",9,FALSE
"FXXXXY",9,FALSE
"Fat Joe",9,FALSE
"Faye Webster",9,FALSE
"Friyie",9,FALSE
"Gaby Music",9,FALSE
"Gilberto Santa Rosa",9,FALSE
"Gina Rodriguez",9,FALSE
"Gloria Estefan",9,FALSE
"GoldFord",9,FALSE
"Hotboii",9,FALSE
"ILOVEMAKONNEN",9,FALSE
"ITZY",9,TRUE
"Idris Elba",9,FALSE
"Jack Symes",9,FALSE
"James Graham",9,FALSE
"Japanese Breakfast",9,FALSE
"JayDaYoungan",9,FALSE
"Joell Ortiz",9,FALSE
"John Leguizamo",9,FALSE
"John Reilly",9,FALSE
"Juan Luis Guerra 4.40",9,FALSE
"Kate Bollinger",9,FALSE
"Kenneth Whalum",9,FALSE
"Kingmichaelbeats",9,FALSE
"Kosine",9,FALSE
"Kurt Vile",9,FALSE
"Lamp",9,FALSE
"Leah Culver",9,FALSE
"Lil Mozart",9,FALSE
"Little Dragon",9,FALSE
"Ludwig Goransson",9,FALSE
"Macklemore & Ryan Lewis",9,FALSE
"Madame Gandhi",9,FALSE
"Madge",9,FALSE
"Mali Music",9,FALSE
"Malia Civetz",9,FALSE
"Mastodon",9,FALSE
"Michiel Schrey",9,FALSE
"Mir Fontane",9,FALSE
"Mirza 2 Shlongz",9,FALSE
"Modjo",9,FALSE
"Muni Long",9,FALSE
"Nat Lefkoff",9,FALSE
"Nicky Romero",9,FALSE
"Nils Brown",9,FALSE
"Nine Inch Nails",9,FALSE
"Nitti Gritti",9,FALSE
"Obie Trice",9,FALSE
"Oliver Heldens",9,FALSE
"Oprah Winfrey",9,FALSE
"Outkast",9,FALSE
"Pacho El Antifeka",9,FALSE
"Pebbles The Invisible Girl",9,FALSE
"Pj Sin Suela",9,FALSE
"Porky Slim",9,FALSE
"Preservation Hall Jazz Band",9,FALSE
"Regina Spektor",9,FALSE
"Rexx Life Raj",9,FALSE
"Rita Moreno",9,FALSE
"Rostam",9,FALSE
"Rotana",9,FALSE
"Rubén Blades",9,FALSE
"RuthAnne",9,FALSE
"STEPHAN",9,FALSE
"Scarlett Johansson",9,FALSE
"Sean Dagher",9,FALSE
"Seven Lions",9,FALSE
"Shallou",9,FALSE
"Slowdive",9,FALSE
"Space Primates",9,FALSE
"State of Mine",9,FALSE
"Steel Banglez",9,FALSE
"TWENTY88",9,FALSE
"Tank",9,FALSE
"The Prodigy",9,FALSE
"The Story So Far",9,FALSE
"Tim Berg",9,FALSE
"Tommy Torres",9,FALSE
"Troy Cartwright",9,FALSE
"Uncle Murda",9,FALSE
"Witt Lowry",9,FALSE
"Yoshi Flower",9,FALSE
"Yung Kayo",9,FALSE
"Yuno",9,FALSE
"ギヴン",9,FALSE
"17 Memphis",8,FALSE
"311",8,FALSE
"Almighty",8,FALSE
"Anfa Rose",8,FALSE
"Angel Olsen",8,FALSE
"Anuel",8,FALSE
"Aries",8,FALSE
"Au/Ra",8,FALSE
"BRONSON",8,FALSE
"Benjamin Bratt",8,FALSE
"BigKayBeezy",8,FALSE
"Bonnie Tyler",8,FALSE
"Boys Noize",8,FALSE
"Brantley Gilbert",8,FALSE
"Broods",8,FALSE
"Busy P",8,FALSE
"C. Tangana",8,FALSE
"CASISDEAD",8,FALSE
"CHANYEOL",8,TRUE
"Cam O'bi",8,FALSE
"Cameron Diaz",8,FALSE
"Channel Tres",8,FALSE
"China Anne McClain",8,FALSE
"Cochren & Co.",8,FALSE
"DJ Cucumber Slice",8,FALSE
"DREAMCAR",8,FALSE
"Dreezy",8,FALSE
"Eddie Thoneick",8,FALSE
"Edison Lighthouse",8,FALSE
"Ekali",8,FALSE
"Emani 22",8,FALSE
"Enzo Ortiz",8,FALSE
"Evan Wize",8,FALSE
"Flyboy Tarantino",8,FALSE
"Forever Band",8,FALSE
"Fuse ODG",8,FALSE
"Gabriel Mayers",8,FALSE
"Girl Blue",8,FALSE
"Golden Features",8,FALSE
"Griff",8,FALSE
"Guapdad 4000",8,FALSE
"Harold Melvin & The Blue Notes",8,FALSE
"Hazers",8,FALSE
"Hippo Campus",8,FALSE
"Ice Cube",8,FALSE
"Ituana",8,FALSE
"JOBA",8,FALSE
"JONES",8,FALSE
"JRY",8,FALSE
"Jacob Collier",8,FALSE
"James Brown",8,FALSE
"James Hersey",8,FALSE
"Jason Mraz",8,FALSE
"Jeffrey East",8,FALSE
"Jesse McCartney",8,FALSE
"Joey Purp",8,FALSE
"Josh Groban",8,FALSE
"Judah & the Lion",8,FALSE
"Ka5sh",8,FALSE
"Kay Flock",8,FALSE
"Kid Rock",8,FALSE
"King Lil G",8,FALSE
"LPX",8,FALSE
"Lance Skiiiwalker",8,FALSE
"Lani Rose",8,FALSE
"Lasafro",8,FALSE
"Laura Dreyfuss",8,FALSE
"Leah Nobel",8,FALSE
"Levi Hummon",8,FALSE
"Lindsay Ell",8,FALSE
"Maejor",8,FALSE
"Mako",8,FALSE
"Manu Crooks",8,FALSE
"Matilda Lucas",8,FALSE
"Matt Berninger",8,FALSE
"Max YB",8,FALSE
"Monica Martin",8,FALSE
"Monsune",8,FALSE
"Morgan Evans",8,FALSE
"Mr. Popular",8,FALSE
"N.W.A.",8,FALSE
"Nedarb",8,FALSE
"Netsky",8,FALSE
"New Venusians",8,FALSE
"PWR BTTM",8,FALSE
"Pc Tweezie",8,FALSE
"Pellican Child",8,FALSE
"Plustwo",8,FALSE
"Polo Gonzalez",8,FALSE
"Populous",8,FALSE
"Punch",8,FALSE
"Real Estate",8,FALSE
"Relle Bey",8,FALSE
"Rezz",8,FALSE
"Richard Pryor",8,FALSE
"SHY Martin",8,FALSE
"Said The Sky",8,FALSE
"Sam Butera & The Witnesses",8,FALSE
"Scotty McCreery",8,FALSE
"Shakin' Stevens",8,FALSE
"Shy Luv",8,FALSE
"Simon On The Moon",8,FALSE
"Sky Rompiendo",8,FALSE
"Slushii",8,FALSE
"Soleima",8,FALSE
"Southside",8,FALSE
"Spiff TV",8,FALSE
"Sting",8,FALSE
"Sufyvn",8,FALSE
"Supa Bwe",8,FALSE
"TARI",8,FALSE
"Tanner Fox",8,FALSE
"Tay Alesia",8,FALSE
"Teenage Love",8,FALSE
"Tems",8,FALSE
"The Alchemist",8,FALSE
"The All-American Rejects",8,FALSE
"The F16s",8,FALSE
"The Head And The Heart",8,FALSE
"The Lionyls",8,FALSE
"Tm88",8,FALSE
"Tom Staar",8,FALSE
"Tomine Harket",8,FALSE
"Turbo",8,TRUE
"Twin Shadow",8,FALSE
"Tyler Bates",8,FALSE
"Uno Hype",8,FALSE
"Vanic",8,FALSE
"Vera Blue",8,FALSE
"Vin Diesel",8,FALSE
"Violents",8,FALSE
"Vorsa",8,FALSE
"WESTSIDE BOOGIE",8,FALSE
"WRENN",8,FALSE
"YBN (Young Boss N*ggas)",8,FALSE
"Yak Gotti",8,FALSE
"Yoke Lore",8,FALSE
"Young Fanatic",8,FALSE
"Yung Skrrt",8,FALSE
"Zilo",8,FALSE
"[.nips]",8,TRUE
"dwilly",8,FALSE
"evisu",8,FALSE
"inverness",8,FALSE
"kiLL edward",8,FALSE
"orangutan",8,FALSE
"116",7,FALSE
"1K Phew",7,FALSE
"300yearsyoung",7,FALSE
"Above & Beyond",7,FALSE
"Adam Counts",7,FALSE
"Adam Friedman",7,FALSE
"Adam K",7,FALSE
"Adam Lambert",7,FALSE
"Adam Levine",7,FALSE
"Adam Sample",7,FALSE
"Afro B",7,FALSE
"Agnes",7,FALSE
"Alae",7,FALSE
"Alex Da Kid",7,FALSE
"Alex Isley",7,FALSE
"Alex Warren",7,FALSE
"Allen Stone",7,FALSE
"Alpis",7,FALSE
"AmPm",7,FALSE
"Amara La Negra",7,FALSE
"Amir Miles",7,FALSE
"Amy Grant",7,FALSE
"Andrelli",7,FALSE
"Ankhal",7,FALSE
"Arin Ray",7,FALSE
"Arlissa",7,FALSE
"Armani White",7,FALSE
"As I Lay Dying",7,FALSE
"Ashley Cooke",7,FALSE
"Astronomyy",7,FALSE
"Ava Cerasoli",7,FALSE
"BLUEYES",7,FALSE
"BLYNE",7,FALSE
"BOBI ANDONOV",7,FALSE
"BRKLYN",7,FALSE
"BROHUG",7,FALSE
"Baauer",7,FALSE
"Bakermat",7,FALSE
"Banx & Ranx",7,FALSE
"Bee Gees",7,FALSE
"Beenie Man",7,FALSE
"Ben Rector",7,FALSE
"Ber",7,FALSE
"Big Pineapple",7,FALSE
"Big Wild",7,FALSE
"Biig Piig",7,FALSE
"Billy Raffoul",7,FALSE
"Black Atlass",7,FALSE
"Black Bag LA",7,FALSE
"Black Rob",7,FALSE
"Black Violin",7,FALSE
"Blue Hawaii",7,FALSE
"Bob & Earl",7,FALSE
"Boosie Badazz",7,FALSE
"Boy Matthews",7,FALSE
"Boy Willows",7,FALSE
"Brandon Ray",7,FALSE
"Breathe Carolina",7,FALSE
"Brian Fallon",7,FALSE
"Brian Fresco",7,FALSE
"Brian Kelley",7,FALSE
"Britt Daley",7,FALSE
"Broken Social Scene",7,FALSE
"Brooke Candy",7,FALSE
"Brynn Cartelli",7,FALSE
"Busiswa",7,FALSE
"C5",7,FALSE
"CAL",7,FALSE
"CASS",7,FALSE
"CHASE B",7,FALSE
"Cab Calloway",7,FALSE
"Calpurnia",7,FALSE
"Calum Scott",7,FALSE
"Cam",7,FALSE
"Cameron Bedell",7,FALSE
"Carlos Rivera",7,FALSE
"Carola",7,FALSE
"Carter Reeves",7,FALSE
"Catfish and the Bottlemen",7,FALSE
"Chandler Kinney",7,FALSE
"Charlie Oriain",7,FALSE
"Chloe Lilac",7,FALSE
"Chris Lake",7,FALSE
"Christine McVie",7,FALSE
"Chronixx",7,FALSE
"Claire Ridgely",7,FALSE
"Codeine",7,FALSE
"Coheed and Cambria",7,FALSE
"Cooper Lee",7,FALSE
"Craig David",7,FALSE
"Creek Boyz",7,FALSE
"Crystal Fighters",7,FALSE
"Cyn",7,FALSE
"D.L. Hughley",7,FALSE
"DJ A1",7,FALSE
"DJ Khalil",7,FALSE
"DJ Lag",7,FALSE
"DOLF",7,FALSE
"Daijo",7,FALSE
"Dani Rae Vaughn",7,FALSE
"Dave B.",7,FALSE
"David Byrne",7,FALSE
"Dax",7,FALSE
"De La Ghetto",7,FALSE
"De La Soul",7,FALSE
"Death From Above 1979",7,FALSE
"Digital Underground",7,FALSE
"Dirty Projectors",7,FALSE
"Dom McAllister",7,FALSE
"Don Hinson & The Rigamorticians",7,FALSE
"Dr Vades",7,FALSE
"Dylan Hyde",7,FALSE
"EBEN",7,FALSE
"ENNY",7,FALSE
"E^ST",7,FALSE
"Ebenezer",7,FALSE
"Ekcle",7,FALSE
"Elle Fanning",7,FALSE
"Elle Olsun",7,FALSE
"Emma Jensen",7,FALSE
"Eric Nam",7,FALSE
"Everette",7,FALSE
"Evix",7,FALSE
"FAKY",7,FALSE
"Fake Pictures",7,FALSE
"Fitz and The Tantrums",7,FALSE
"Flakes",7,FALSE
"From First To Last",7,FALSE
"Fuego",7,FALSE
"Future Islands",7,FALSE
"G Flip",7,FALSE
"GabrielRodriguezEMC",7,FALSE
"Gallant",7,FALSE
"Getter",7,FALSE
"Gold Top",7,FALSE
"Goldwater",7,FALSE
"Good Charlotte",7,FALSE
"Grabbitz",7,FALSE
"Grace Weber",7,FALSE
"Grant Landis",7,FALSE
"Grayson Erhard",7,FALSE
"Greg Holden",7,FALSE
"GrizzRivers",7,FALSE
"Gustav Holst",7,FALSE
"HMU",7,FALSE
"Halestorm",7,FALSE
"Haley Mae Campbell",7,FALSE
"Hannah Ellis",7,FALSE
"Hardcastle",7,FALSE
"Harry Hudson",7,FALSE
"Hayd",7,FALSE
"Heir",7,FALSE
"Highlight",7,TRUE
"Hook N Sling",7,FALSE
"Hope Tala",7,FALSE
"Horse Head",7,FALSE
"Household",7,FALSE
"Hunxho",7,FALSE
"HyunA&DAWN",7,FALSE
"IDER",7,FALSE
"IDK",7,FALSE
"ISAAC LEE",7,FALSE
"Interpol",7,FALSE
"Isadora",7,FALSE
"Isata Kanneh-Mason",7,FALSE
"Ivy Sole",7,FALSE
"JAG",7,FALSE
"JEON SOYEON",7,TRUE
"JLuv Official",7,FALSE
"JPEGMAFIA",7,FALSE
"Jackson Lundy",7,FALSE
"Jackson Penn",7,FALSE
"Jai Paul",7,FALSE
"Jameson Rodgers",7,FALSE
"Jamiroquai",7,FALSE
"Janek Schaefer",7,FALSE
"Jed Will",7,FALSE
"Jenny69",7,FALSE
"Jill Andrews",7,FALSE
"Jo&Me",7,FALSE
"Joeyy2y's",7,FALSE
"John Lindahl",7,FALSE
"Johnny 2 Phones",7,FALSE
"Johnny Balik",7,FALSE
"Josh Taylor",7,FALSE
"Joy Williams",7,FALSE
"July 7",7,FALSE
"Junior A",7,FALSE
"Justin Carter",7,FALSE
"KARD",7,FALSE
"KB",7,TRUE
"KUČKA",7,FALSE
"KWAYE",7,FALSE
"Kah-Lo",7,FALSE
"Kareen Lomax",7,FALSE
"Karnaval Blues",7,FALSE
"Kasra V",7,FALSE
"Kassi Ashton",7,FALSE
"Kato",7,TRUE
"Katy Dix",7,FALSE
"Kayex",7,FALSE
"Keaton Stromberg",7,FALSE
"Keke Palmer",7,FALSE
"Kendl",7,FALSE
"Kevin Abstract",7,FALSE
"Kevin George",7,FALSE
"Kiesza",7,FALSE
"Kill The Noise",7,FALSE
"Kim Viera",7,FALSE
"King Henry",7,FALSE
"Koffee",7,FALSE
"Kronos Quartet",7,FALSE
"Kvngshad",7,FALSE
"Kyle Neal",7,FALSE
"L.A. VanGogh",7,FALSE
"LE SINNER",7,FALSE
"LILHUDDY",7,FALSE
"LIVVIA",7,FALSE
"LOONA",7,TRUE
"LUWTEN",7,FALSE
"Lao Ra",7,FALSE
"Laura Branigan",7,FALSE
"Lauren Spencer-Smith",7,FALSE
"Layton Greene",7,FALSE
"Leikeli47",7,FALSE
"Leland",7,FALSE
"Leon Thomas",7,FALSE
"Let's Eat Grandma",7,FALSE
"Leven Kali",7,FALSE
"Lexx Nova",7,FALSE
"LeyeT",7,FALSE
"Lil Monet",7,FALSE
"Lindsey Buckingham",7,FALSE
"Lloyd Willacy",7,FALSE
"Los Dutis",7,FALSE
"Louane",7,FALSE
"Loui",7,FALSE
"Lucky Daye",7,FALSE
"Luke James",7,FALSE
"MC Vigary",7,FALSE
"MIA GLADSTONE",7,FALSE
"MORGAN",7,FALSE
"MRG",7,FALSE
"Mahalia",7,FALSE
"Maia Mitchell",7,FALSE
"Maikel Delacalle",7,FALSE
"Maisie Peters",7,FALSE
"Marco Foster",7,FALSE
"Matt Hunter",7,FALSE
"Matt McGuire",7,FALSE
"Matthew Dear",7,FALSE
"Maty Noyes",7,FALSE
"Mauwe",7,FALSE
"Mavis Staples",7,FALSE
"Max George",7,FALSE
"Melisa Whiskey",7,FALSE
"Mena Massoud",7,FALSE
"Methal",7,FALSE
"Metric",7,FALSE
"Mic Christopher",7,FALSE
"Michael Kaneko",7,FALSE
"Mike Gao",7,FALSE
"Minke",7,FALSE
"Miso",7,TRUE
"Moh Flow",7,FALSE
"Molikasi",7,FALSE
"Momoh",7,FALSE
"Moonchild Sanelly",7,FALSE
"Moonshine Man",7,FALSE
"Morenito De Fuego",7,FALSE
"Mr. Tape",7,FALSE
"Muki",7,FALSE
"NCT U",7,FALSE
"NEM",7,FALSE
"NERO",7,FALSE
"NPC",7,FALSE
"Nan Kolè",7,FALSE
"Natalie Prass",7,FALSE
"Nate Dizzwald",7,FALSE
"Nathan Dawe",7,FALSE
"Nel-Denarro",7,FALSE
"Nicole Westbrook",7,FALSE
"Nija",7,FALSE
"NoMBe",7,FALSE
"Norma Jean Martine",7,FALSE
"NÄM",7,FALSE
"One Bit",7,FALSE
"Orup",7,FALSE
"Oyama",7,FALSE
"PANDA$",7,FALSE
"Pablo Chill-E",7,FALSE
"Paris Shadows",7,FALSE
"Paul Shaffer And The World's Most Dangerous Band",7,FALSE
"Paul Woolford",7,FALSE
"Pearce Joza",7,FALSE
"Peking Duk",7,FALSE
"Pendulum",7,FALSE
"Peter Fenn",7,FALSE
"Petrie",7,FALSE
"Phenom",7,FALSE
"Phony Ppl",7,FALSE
"Popcaan",7,FALSE
"Powers Pleasant",7,FALSE
"Pressa",7,FALSE
"Pretty Lights",7,FALSE
"Prodigy",7,FALSE
"Purity Ring",7,FALSE
"Purple Disco Machine",7,FALSE
"RAJAN",7,FALSE
"Radiohead",7,FALSE
"Ramin Djawadi",7,FALSE
"Rascal Flatts",7,FALSE
"Recent Rumors",7,FALSE
"Red Velvet - IRENE & SEULGI",7,FALSE
"RedOne",7,FALSE
"Reddish Blu",7,FALSE
"Rico Love",7,FALSE
"Riley Whisler",7,FALSE
"Robert DeLong",7,FALSE
"Rod Stewart",7,FALSE
"Rudy Mancuso",7,FALSE
"Runway the Catwalker",7,FALSE
"Rvshvd",7,FALSE
"SCARFɆ",7,FALSE
"SHOTTY HORROH",7,FALSE
"SOHN",7,FALSE
"STORi",7,FALSE
"Sam King",7,FALSE
"Samson",7,FALSE
"Sasha Alex Sloan",7,FALSE
"Scar",7,FALSE
"Scott Storch",7,FALSE
"Seryn",7,FALSE
"Seth XVI",7,FALSE
"Shania Twain",7,FALSE
"Sheena Easton",7,FALSE
"Shokk",7,FALSE
"Skellism",7,FALSE
"Skout",7,FALSE
"Sleepy Brown",7,FALSE
"Slipknot",7,FALSE
"Slow Joe & the Ginger Accident",7,FALSE
"Small Town Titans",7,FALSE
"Sofie Winterson",7,FALSE
"Soha",7,FALSE
"Sondai",7,FALSE
"Sonder",7,FALSE
"Sophia Del Carmen",7,FALSE
"Sounds Of Blackness",7,FALSE
"Spike Fuck",7,FALSE
"Spooky Mansion",7,FALSE
"Stafford Brothers",7,FALSE
"State of Sound",7,FALSE
"Steffany Gretzinger",7,FALSE
"Steven Universe",7,FALSE
"Stevie Nicks",7,FALSE
"Storm Weather Shanty Choir",7,FALSE
"Sullivan King",7,FALSE
"Sweet Baboo",7,FALSE
"THE DRIVER ERA",7,FALSE
"TYSM",7,FALSE
"Tablo",7,FALSE
"Tails",7,FALSE
"Taryn Manning",7,FALSE
"Tauren Wells",7,FALSE
"Taylor Bennett",7,FALSE
"Tedashii",7,FALSE
"Tenille Townes",7,FALSE
"Terry Riley",7,FALSE
"Texas Drew",7,FALSE
"The Blancos",7,FALSE
"The Bright Road",7,FALSE
"The Diplomats",7,FALSE
"The Flying Stars Of Brooklyn NY",7,FALSE
"The Shins",7,FALSE
"The Stunning",7,FALSE
"The Trp",7,FALSE
"Thutmose",7,FALSE
"Tierra Whack",7,FALSE
"Tiger Park",7,FALSE
"TobyMac",7,FALSE
"Trip Lee",7,FALSE
"Troze",7,FALSE
"True Damage",7,FALSE
"Two Feet",7,FALSE
"Underoath",7,FALSE
"Urban Cone",7,FALSE
"Urban Etiquette",7,FALSE
"Usher",7,FALSE
"VI NE",7,FALSE
"VanJess",7,FALSE
"Vargas & Lagola",7,FALSE
"Viceroy",7,FALSE
"Vindata",7,FALSE
"Virtual Self",7,FALSE
"WHATUPRG",7,FALSE
"Wage War",7,FALSE
"Watsky",7,FALSE
"Whole Doubts",7,FALSE
"Wolf Müller",7,FALSE
"Wolf and Willow",7,FALSE
"Woodkid",7,FALSE
"Wu-Tang Clan",7,FALSE
"Yariel",7,FALSE
"Yashua",7,FALSE
"Young Clancy",7,FALSE
"Youngr",7,FALSE
"Yung Mask",7,FALSE
"Yung Pinch",7,FALSE
"Yves Tumor",7,FALSE
"Zack Martino",7,FALSE
"Zak Downtown",7,FALSE
"Zoë Johnston",7,FALSE
"alayna",7,FALSE
"araabMUZIK",7,FALSE
"cehryl",7,FALSE
"dopeSMOOTHIES",7,FALSE
"on the way to catharsis",7,FALSE
"¿Téo?",7,FALSE
"Ásgeir",7,FALSE
"A Firm Handshake",6,FALSE
"AHI",6,FALSE
"ARY",6,FALSE
"Adolphson & Falk",6,FALSE
"Albert Hammond Jr",6,FALSE
"Alex Cruz",6,FALSE
"Alexcis",6,FALSE
